timestamp,distance
2024-10-09T22:44:28,-1338.18
2024-10-09T22:44:31,-16.36
2024-10-09T22:44:38,-23.64
2024-10-09T22:44:44,-38.18
2024-10-09T22:44:47,-16.36
2024-10-09T22:44:53,-1338.18
2024-10-09T22:44:56,-25.45
2024-10-09T22:44:59,-20.0
2024-10-09T22:45:05,-34.55
2024-10-09T22:45:08,-16.36
2024-10-09T22:45:14,-5.45
2024-10-09T22:45:26,-1338.18
2024-10-09T22:45:32,-16.36
2024-10-09T22:45:35,-25.45
2024-10-09T22:45:38,-1338.18
2024-10-09T22:45:44,-36.36
2024-10-09T22:45:47,-20.0
2024-10-09T22:45:50,-30.91
2024-10-09T22:45:53,-23.64
2024-10-09T22:45:59,-40.0
2024-10-09T22:46:02,-25.45
2024-10-09T22:46:05,-1338.18
2024-10-09T22:46:08,-27.27
2024-10-09T22:46:14,-21.82
2024-10-09T22:46:20,-38.18
2024-10-09T22:46:29,-1338.18
2024-10-09T22:46:32,-23.64
2024-10-09T22:46:35,-1338.18
2024-10-09T22:46:38,-40.0
2024-10-09T22:46:41,-21.82
2024-10-09T22:46:44,-16.36
2024-10-09T22:46:50,-1338.18
2024-10-09T22:46:53,-21.82
2024-10-09T22:47:03,-30.91
2024-10-09T22:47:06,-1338.18
2024-10-09T22:47:09,-40.0
2024-10-09T22:47:12,21.82
2024-10-09T22:47:15,-1338.18
2024-10-09T22:47:18,20.0
2024-10-09T22:47:21,-1338.18
2024-10-09T22:47:30,10.91
2024-10-09T22:47:36,18.18
2024-10-09T22:47:42,-1338.18
2024-10-09T22:47:48,12.73
2024-10-09T22:47:51,-1338.18
2024-10-09T22:48:13,-1338.18
2024-10-09T22:49:34,-27.27
2024-10-09T22:49:37,-47.27
2024-10-09T22:49:41,-30.91
2024-10-09T22:50:39,-25.45
2024-10-09T22:50:43,-1338.18
2024-10-09T22:52:24,-23.64
2024-10-09T22:52:31,-43.64
2024-10-09T22:52:17,-38.18
2024-10-09T22:52:34,-25.45
2024-10-09T22:52:37,-1338.18
2024-10-09T22:52:40,-20.0
2024-10-09T22:50:49,-21.82
2024-10-09T22:52:43,-25.45
2024-10-09T22:52:46,-43.64
2024-10-09T22:52:49,-23.64
2024-10-09T22:52:52,-41.82
2024-10-09T22:52:55,-16.36
2024-10-09T22:53:05,-29.09
2024-10-09T22:53:08,-23.64
2024-10-09T22:53:20,-18.18
2024-10-09T22:53:23,-38.18
2024-10-09T22:53:26,-1338.18
2024-10-09T22:53:32,-27.27
2024-10-09T22:53:38,-21.82
2024-10-09T22:53:41,-27.27
2024-10-09T22:53:50,-21.82
2024-10-09T22:53:56,-1338.18
2024-10-09T22:53:59,-21.82
2024-10-09T22:54:14,-23.64
2024-10-09T22:54:23,-40.0
2024-10-09T22:54:26,-27.27
2024-10-09T22:54:29,-1338.18
2024-10-09T22:54:32,-23.64
2024-10-09T22:54:35,-36.36
2024-10-09T22:54:42,-27.27
2024-10-09T22:54:45,-38.18
2024-10-09T22:55:01,-30.91
2024-10-09T22:55:10,-1338.18
2024-10-09T22:54:54,-1338.18
2024-10-09T22:55:17,-45.45
2024-10-09T22:55:23,-27.27
2024-10-09T22:55:29,-1338.18
2024-10-09T22:55:32,-38.18
2024-10-09T22:55:37,-25.45
2024-10-09T22:55:40,-1338.18
2024-10-09T22:55:43,-25.45
2024-10-09T22:55:55,-1338.18
2024-10-09T22:55:59,-36.36
2024-10-09T22:56:03,-23.64
2024-10-09T22:56:25,-1338.18
2024-10-09T22:56:28,-20.0
2024-10-09T22:56:34,-38.18
2024-10-09T22:56:37,-25.45
2024-10-09T22:56:49,-1338.18
2024-10-09T22:56:40,-20.0
2024-10-09T22:56:56,-23.64
2024-10-09T22:57:08,-1338.18
2024-10-09T22:57:20,-41.82
2024-10-09T22:57:30,-25.45
2024-10-09T22:57:33,-1338.18
2024-10-09T22:57:36,-40.0
2024-10-09T22:57:45,-23.64
2024-10-09T22:57:11,-16.36
2024-10-09T22:57:51,-1338.18
2024-10-09T22:57:54,-21.82
2024-10-09T22:58:09,-1338.18
2024-10-09T22:58:15,-20.0
2024-10-09T22:58:24,-1338.18
2024-10-09T22:58:33,-21.82
2024-10-09T22:58:36,-41.82
2024-10-09T22:58:39,-1338.18
2024-10-09T22:58:50,-1338.18
2024-10-09T22:58:44,-38.18
2024-10-09T22:58:53,-21.82
2024-10-09T22:59:05,-1338.18
2024-10-09T22:59:08,-21.82
2024-10-09T22:59:11,-34.55
2024-10-09T22:59:14,-23.64
2024-10-09T22:59:17,-1338.18
2024-10-09T22:59:29,-1338.18
2024-10-09T22:59:32,-30.91
2024-10-09T22:59:20,-23.64
2024-10-09T22:59:38,-20.0
2024-10-09T23:00:00,-29.09
2024-10-09T23:00:06,-23.64
2024-10-09T23:00:09,-36.36
2024-10-09T23:00:12,-23.64
2024-10-09T23:00:24,-29.09
2024-10-09T23:00:31,-23.64
2024-10-09T23:00:34,-34.55
2024-10-09T23:00:37,-25.45
2024-10-09T23:00:43,-9.09
2024-10-09T23:00:47,-1338.18
2024-10-09T23:00:49,-20.0
2024-10-09T23:00:52,-7.27
2024-10-09T23:00:55,-16.36
2024-10-09T23:01:01,-10.91
2024-10-09T23:01:05,-1338.18
2024-10-09T23:01:07,-16.36
2024-10-09T23:01:10,-27.27
2024-10-09T23:01:13,25.45
2024-10-09T23:01:17,-1338.18
2024-10-09T23:01:58,10.91
2024-10-09T23:02:01,-32.73
2024-10-09T23:02:08,-1338.18
2024-10-09T23:02:11,20.0
2024-10-09T23:02:14,9.09
2024-10-09T23:02:20,0.0
2024-10-09T23:02:23,-1338.18
2024-10-09T23:02:26,12.73
2024-10-09T23:02:38,0.0
2024-10-09T23:02:53,10.91
2024-10-09T23:02:56,-1.82
2024-10-09T23:03:02,12.73
2024-10-09T23:03:08,5.45
2024-10-09T23:03:11,-34.55
2024-10-09T23:03:18,0.0
2024-10-09T23:03:22,-1338.18
2024-10-09T23:03:28,0.0
2024-10-09T23:03:40,-7.27
2024-10-09T23:03:43,0.0
2024-10-09T23:03:52,43.64
2024-10-09T23:03:58,10.91
2024-10-09T23:04:01,36.36
2024-10-09T23:04:10,9.09
2024-10-09T23:04:16,1.82
2024-10-09T23:04:19,-1338.18
2024-10-09T23:04:22,-5.45
2024-10-09T23:04:25,0.0
